elevation,aspect,slope,hdist2water,vdist2water,hdist2road,shade_9am,shade_noon,shade_3pm,hdist2fire,w1,w2,w3,s1,s2,cov_type
2844,37,7,255,60,2187,220,224,139,1537,1,0,0,1,0,2
2995,247,14,560,89,5716,190,250,197,4996,1,0,0,1,0,2
3011,5,10,624,27,4029,207,220,150,4522,1,0,0,1,0,2
2583,59,7,170,52,876,226,226,134,1110,0,0,1,0,1,2
2757,102,9,0,0,1983,236,228,123,2871,1,0,0,0,0,2
2985,330,24,551,242,3596,155,202,183,1127,1,0,0,1,0,2
2705,108,2,216,22,1825,221,237,151,6238,1,0,0,1,0,2
2722,103,16,42,2,1480,245,217,96,2375,1,0,0,1,0,2
2609,8,9,323,57,1290,210,223,150,1406,0,0,1,0,1,2
2982,108,8,488,17,4750,233,232,130,5302,1,0,0,1,0,2
2990,321,9,242,23,1830,197,231,174,726,0,0,1,1,0,2
2491,304,3,60,6,384,210,238,166,534,0,0,0,0,1,2
2931,159,11,474,58,2614,232,242,140,2040,0,0,1,1,0,2
2724,49,10,124,13,2193,224,218,127,2469,0,0,1,1,0,2
2949,233,24,212,36,5160,174,253,208,1583,1,0,0,1,0,2
2678,118,24,42,16,2145,252,211,72,4719,1,0,0,1,0,2
2890,61,2,134,11,1616,221,234,149,2156,1,0,0,1,0,2
2986,82,7,67,7,3667,230,228,132,5209,1,0,0,1,0,2
2877,73,9,446,40,3868,231,223,124,5945,1,0,0,1,0,2
3007,300,10,216,42,2506,191,236,185,2445,0,0,1,1,0,2
2583,291,11,30,7,888,190,238,188,6272,1,0,0,1,0,2
2640,355,12,180,46,1398,201,219,156,1172,1,0,0,1,0,2
2998,53,16,247,50,485,227,204,106,1672,0,0,1,1,0,2
2760,63,17,309,-9,1690,233,202,96,1477,1,0,0,1,0,2
2903,45,7,339,36,4152,222,225,138,6429,1,0,0,1,0,2
3021,131,14,467,22,5284,242,231,115,3077,1,0,0,1,0,2
2639,333,14,212,44,2202,186,221,174,1630,0,0,1,0,1,2
2998,87,10,258,26,4830,235,224,119,5814,1,0,0,1,0,2
3006,5,9,212,35,4129,209,223,152,967,1,0,0,1,0,2
2961,118,12,417,-59,674,241,229,116,1848,1,0,0,1,0,2
2945,71,10,309,30,4655,231,221,121,2883,1,0,0,0,0,2
2942,49,9,0,0,3612,224,221,131,2603,1,0,0,0,0,2
3150,246,13,201,41,134,193,250,194,3099,0,0,1,0,0,2
2814,217,7,552,52,4144,212,247,171,1682,0,0,1,1,0,2
2234,89,28,30,12,1200,248,183,44,488,0,0,0,0,1,3
2261,50,34,67,44,1290,212,147,43,558,0,0,0,0,1,3
2581,350,22,108,50,1436,176,198,157,579,0,0,1,0,1,3
2450,135,19,30,-5,797,246,229,104,934,0,0,1,0,1,3
2535,357,5,421,165,979,213,231,157,1338,0,0,0,0,1,3
2539,42,26,285,62,743,214,174,81,900,0,0,0,0,1,3
2227,170,12,258,91,85,229,245,146,330,0,0,0,1,0,3
2479,355,19,240,114,671,184,202,153,865,0,0,1,0,1,3
2615,294,6,361,97,2300,202,239,176,443,0,0,1,1,0,3
2243,28,27,150,53,977,198,170,94,247,0,0,0,0,1,3
2551,19,11,402,32,1034,212,217,141,1084,0,0,1,1,0,3
2569,98,8,258,43,631,234,228,126,866,0,0,0,1,0,3
2148,153,21,90,-10,426,240,236,114,495,0,0,0,1,0,3
2284,94,24,192,104,1556,249,197,63,67,0,0,0,0,1,3
2383,298,17,134,47,212,170,232,201,713,0,0,0,0,1,3
1973,87,16,120,23,95,242,213,97,108,0,0,0,1,0,3
2036,28,32,153,105,212,190,155,82,484,0,0,0,0,1,3
2312,66,18,95,38,90,234,200,90,992,0,0,1,0,1,3
2578,250,12,408,118,2356,194,248,192,443,0,0,1,1,0,3
2246,306,25,285,132,960,143,216,210,1289,0,0,0,0,1,3
2618,202,26,268,-21,1104,198,252,175,947,0,0,1,0,1,3
2166,246,18,510,121,551,180,251,206,927,0,0,0,1,0,3
2387,159,8,108,13,631,229,242,145,964,0,0,1,1,0,3
2201,72,12,256,106,516,234,216,112,765,0,0,0,0,1,3
2567,176,23,417,108,2236,225,245,139,300,0,0,1,0,1,3
2318,83,20,60,19,361,244,200,77,769,0,0,0,0,1,3
2320,101,14,192,49,170,243,220,103,1114,0,0,1,1,0,3
2307,335,11,0,0,127,195,225,169,108,0,0,0,0,1,3
2399,109,24,150,5,457,253,205,65,900,0,0,1,0,1,3
2453,168,16,190,-41,1124,231,244,139,1423,0,0,1,1,0,3
2272,314,19,258,137,604,165,221,194,391,0,0,0,1,0,3
2231,247,32,67,24,404,139,244,231,1326,0,0,0,0,1,3
2429,306,14,67,16,604,180,231,191,1677,0,0,0,0,1,3
2084,27,25,234,119,300,201,179,103,247,0,0,0,1,0,3
2285,83,20,212,50,277,244,200,77,774,0,0,0,0,1,3
2681,112,12,430,18,743,240,227,115,402,0,0,1,1,0,3
1958,301,40,85,62,108,83,189,230,212,0,0,0,0,1,3
2404,5,27,60,25,911,173,176,130,591,0,0,0,0,1,3
2338,287,32,108,36,1380,114,218,234,787,0,0,0,0,1,3
2339,342,21,371,214,949,172,204,168,1323,0,0,0,0,1,3
2189,355,33,90,36,1358,148,162,138,1129,0,0,0,0,1,3
2139,22,29,201,115,601,188,164,98,510,0,0,0,0,1,3
2561,207,1,417,16,1167,218,239,158,1328,0,0,1,1,0,3
2250,291,32,90,68,1383,116,216,231,1048,0,0,0,0,1,3
2636,209,25,330,108,875,192,253,184,1107,0,0,1,1,0,3
2518,191,19,182,61,2121,216,251,161,283,0,0,1,0,1,3
2501,350,12,283,18,466,198,220,160,1614,0,0,0,1,0,3
2202,357,14,67,46,1249,198,214,154,949,0,0,0,0,1,3
2343,111,24,295,49,371,252,207,69,1022,0,0,0,0,1,3
2514,215,33,240,88,2012,169,249,196,175,0,0,1,0,1,3
2257,317,15,216,143,537,179,225,186,319,0,0,0,1,0,3
2431,27,7,42,3,551,217,224,143,1718,0,0,0,1,0,3
2293,247,10,300,31,150,198,248,188,331,0,0,0,0,1,3
2589,246,34,90,46,1506,132,242,233,1252,0,0,1,0,1,3
2340,335,7,127,13,1239,205,231,165,170,0,0,0,1,0,3
2637,50,12,391,81,1144,225,214,121,811,0,0,1,0,1,3
2624,198,9,60,-2,1549,217,248,165,335,0,0,1,0,1,3
2064,204,10,0,0,592,215,249,169,834,0,0,0,1,0,3
2202,346,16,350,60,484,186,212,163,335,0,0,0,0,1,3
2411,99,11,210,73,1154,239,224,114,858,0,0,0,1,0,3
2329,18,21,350,184,1191,199,191,122,603,0,0,0,0,1,3
1999,1,34,108,70,150,153,158,126,600,0,0,0,0,1,3
2626,191,11,324,200,1983,220,249,162,437,0,0,1,1,0,3
2344,128,17,127,21,127,245,228,106,631,0,0,1,0,1,3
2227,95,31,42,17,1501,251,178,31,799,0,0,0,0,1,3
2555,231,31,201,112,1318,156,249,215,1300,0,0,1,0,1,3
2560,130,16,426,62,792,244,229,109,1256,0,0,1,1,0,3
2264,34,29,85,51,1320,201,162,79,600,0,0,0,0,1,3
2595,107,36,524,187,495,253,172,13,1400,0,0,1,0,1,3
2195,292,33,60,36,633,113,214,232,1486,0,0,0,0,1,3
2075,357,24,192,67,300,175,189,145,228,0,0,0,0,1,3
2403,322,18,256,68,30,170,218,187,514,0,0,0,0,1,3
2419,92,12,309,73,313,238,222,112,433,0,0,0,1,0,3
2530,228,26,30,1,1191,174,253,206,513,0,0,1,0,1,3
2181,354,20,124,71,977,182,201,153,331,0,0,0,0,1,3
2593,176,30,190,78,2142,220,240,130,900,0,0,1,0,1,3
2332,182,23,180,97,942,220,248,148,408,0,0,0,1,0,3
2540,123,32,60,24,926,254,199,47,469,0,0,1,0,1,3
2532,351,8,408,159,957,206,227,159,1366,0,0,0,0,1,3
2326,137,32,42,22,799,249,208,59,755,0,0,0,0,1,3
2603,53,16,600,3,845,227,203,105,1095,0,0,1,0,1,3
2589,221,9,379,67,2475,210,249,175,552,0,0,1,1,0,3
1962,50,40,85,58,127,204,124,0,541,0,0,0,1,0,3
2718,70,6,30,0,2295,227,228,135,2389,0,0,1,0,1,3
2108,330,25,234,93,297,151,200,183,446,0,0,0,0,1,3
2256,289,24,469,118,451,147,230,219,1772,0,0,0,0,1,3
2277,132,22,60,11,745,249,223,92,655,0,0,0,0,1,3
2434,51,24,190,28,1332,224,181,79,659,0,0,1,0,1,3
2188,312,20,85,14,1302,161,220,198,1008,0,0,0,0,1,3
2647,150,24,658,-6,648,242,231,104,1323,0,0,1,0,1,3
2275,113,27,67,33,787,254,202,57,510,0,0,0,0,1,3
2572,101,14,240,81,1965,242,221,106,764,0,0,1,0,1,3
2371,274,24,350,46,210,150,238,224,778,0,0,0,0,1,3
2349,102,17,30,4,454,246,215,91,540,0,0,0,1,0,3
2298,26,40,201,137,793,169,123,60,553,0,0,0,1,0,3
2381,104,21,212,59,242,250,209,78,752,0,0,1,0,1,3
2441,14,16,492,251,997,203,205,136,1006,0,0,0,1,0,3
2236,306,21,295,161,485,158,223,203,268,0,0,0,0,1,3
2431,117,17,108,31,837,246,222,99,1068,0,0,0,0,1,3
2626,33,7,454,22,2001,219,226,143,636,0,0,1,1,0,3
2416,75,11,330,26,949,233,220,117,957,0,0,0,1,0,3
2582,94,10,382,146,404,236,225,119,218,0,0,1,1,0,3
2127,3,9,351,82,384,208,223,152,830,0,0,0,0,1,3
2145,250,21,192,64,361,169,249,214,841,0,0,0,1,0,3
2340,58,10,0,0,42,228,218,123,811,0,0,0,0,0,3
2219,354,16,300,135,1189,192,211,155,582,0,0,0,1,0,3
2053,311,27,42,17,649,137,210,207,631,0,0,0,0,0,3
2708,144,18,268,74,2490,242,234,114,2249,0,0,1,0,1,3
2230,216,30,60,25,1031,175,251,195,595,0,0,0,1,0,3
2382,266,21,180,53,108,161,244,218,577,0,0,0,0,1,3
2589,187,22,170,64,1253,217,250,156,1289,0,0,1,0,1,3
2015,3,17,120,30,192,195,205,145,361,0,0,0,0,1,3
2580,109,29,437,172,408,254,194,46,1338,0,0,1,0,1,3
2589,234,8,212,42,1191,206,248,179,1031,0,0,1,0,1,3
2450,179,14,513,180,807,225,248,152,959,0,0,0,1,0,3
2144,64,26,283,200,309,233,177,60,277,0,0,0,0,1,3
2342,311,21,268,128,1060,159,221,200,60,0,0,0,0,1,3
2851,87,20,277,75,3260,245,202,77,1613,0,0,1,0,1,3
2340,128,10,95,14,1170,238,234,125,60,0,0,0,1,0,3
2483,146,20,42,15,932,243,233,109,769,0,0,1,0,1,3
2017,338,37,108,90,127,118,163,169,666,0,0,0,0,1,3
2511,163,22,190,-38,1342,234,240,123,1289,0,0,1,0,1,3
2348,328,23,90,26,85,156,206,185,446,0,0,0,0,1,3
2340,118,6,90,33,1087,230,235,138,1041,0,0,0,0,1,3
2249,6,27,319,165,420,175,175,127,573,0,0,0,0,1,3
2620,110,23,150,40,1698,252,208,71,1074,0,0,1,0,1,3
2062,61,31,210,53,295,228,159,41,295,0,0,0,1,0,3
1972,74,38,30,24,60,234,142,0,162,0,0,0,1,0,3
2231,40,25,402,281,446,213,176,85,297,0,0,0,1,0,3
2631,354,2,390,80,1645,215,235,157,1768,0,0,1,1,0,3
2320,300,29,283,-9,553,128,214,220,633,0,0,0,0,1,3
2496,106,15,162,3,485,244,221,101,1507,0,0,0,1,0,3
2298,284,28,95,56,319,131,227,230,916,0,0,0,0,1,3
2375,162,23,192,32,470,235,239,121,595,0,0,0,0,1,3
2271,13,20,376,113,1400,196,195,131,859,0,0,0,0,1,3
2650,171,27,153,66,1879,227,240,126,1387,0,0,1,0,1,3
2601,212,20,228,87,912,199,254,184,1617,0,0,1,0,1,3
2344,125,15,42,7,1449,244,228,109,417,0,0,0,1,0,3
2346,54,28,134,94,1380,223,169,61,1124,0,0,0,1,0,3
2350,71,16,134,43,1031,236,206,96,990,0,0,0,0,1,3
2122,301,26,85,49,600,140,219,214,242,0,0,0,0,1,3
2259,8,24,120,-6,878,184,185,131,339,0,0,0,0,1,3
2239,25,35,153,95,1240,179,142,77,1397,0,0,0,0,1,3
2545,223,23,108,33,1024,183,254,199,1590,0,0,1,0,1,3
2447,32,32,150,44,1205,194,153,74,853,0,0,1,0,1,3
2594,184,22,30,11,1965,219,248,151,1415,0,0,1,0,1,3
2170,278,37,216,92,492,97,217,245,560,0,0,0,0,1,3
2606,163,19,42,6,1464,234,242,131,335,0,0,1,0,1,3
2578,165,17,175,48,937,233,243,135,1434,0,0,1,0,1,3
1947,334,34,95,58,90,124,174,177,153,0,0,0,0,1,3
2173,333,23,300,109,552,161,204,178,524,0,0,0,0,1,3
2011,67,37,153,103,190,228,141,12,524,0,0,0,1,0,3
2456,139,17,42,8,671,243,232,112,732,0,0,1,0,1,3
2757,97,26,324,124,2402,251,193,53,2208,0,0,1,0,1,3
2495,48,21,228,67,964,223,190,93,1131,0,0,1,0,1,3
2247,357,30,30,21,912,158,170,139,765,0,0,0,0,1,3
2499,135,12,30,-1,1142,239,235,124,1521,0,0,1,0,1,3
2606,48,7,283,96,1510,223,225,138,1608,0,0,1,1,0,3
2681,149,22,180,74,1961,242,233,108,2682,0,0,1,0,1,3
2585,149,22,162,54,957,242,233,108,1416,0,0,1,0,1,3
2364,67,21,95,23,408,236,194,81,812,0,0,1,0,1,3
2699,147,19,242,65,2479,242,235,114,2271,0,0,1,0,1,3
2312,78,10,424,88,1107,233,222,120,430,0,0,0,1,0,3
2356,66,9,42,-2,534,229,223,127,799,0,0,0,1,0,3
2492,240,20,488,-107,488,178,252,207,1167,0,0,1,0,1,3
2481,195,20,30,7,1471,212,252,166,541,0,0,1,0,1,3
2284,135,15,0,0,1480,242,233,116,735,0,0,0,0,1,3
2380,126,28,95,39,351,253,208,62,812,0,0,1,0,1,3
2494,56,22,42,17,966,228,188,82,940,0,0,0,1,0,3
2246,136,29,216,48,742,250,213,68,760,0,0,0,1,0,3
2455,94,29,258,81,771,251,183,40,592,0,0,0,1,0,3
2617,167,15,95,10,1423,231,244,140,258,0,0,1,0,1,3
2230,43,30,212,79,582,211,161,66,1657,0,0,0,0,1,3
2038,267,34,60,36,182,114,230,242,175,0,0,0,0,1,3
2352,80,18,85,20,450,241,205,88,547,0,0,0,1,0,3
2426,68,9,313,36,875,230,221,124,876,0,0,0,1,0,3
2444,9,17,570,202,1345,199,205,140,553,0,0,0,1,0,3
2101,252,34,124,93,228,125,239,238,170,0,0,0,0,1,3
2072,291,38,95,49,418,92,204,238,618,0,0,0,0,1,3
2635,259,11,306,31,1844,194,246,191,726,0,0,1,1,0,3
2215,356,21,150,28,1040,181,197,150,1290,0,0,0,0,1,3
2771,331,10,543,87,1549,197,228,170,1830,0,0,1,0,1,3
2545,116,30,85,32,1173,254,195,44,511,0,0,1,0,1,3
2341,349,20,402,216,981,179,203,159,1332,0,0,0,0,1,3
2153,71,38,297,196,339,231,140,0,192,0,0,0,1,0,3
2146,164,21,60,18,384,234,241,127,497,0,0,0,1,0,3
2182,331,34,60,38,1253,122,177,183,1465,0,0,0,0,1,3
2221,315,26,108,20,1142,144,210,201,532,0,0,0,0,1,3
2190,302,29,170,90,1224,127,212,218,1061,0,0,0,0,1,3
2389,40,20,228,27,964,218,193,103,757,0,0,0,1,0,3
2514,134,14,90,-8,1140,242,232,117,1513,0,0,1,0,1,3
2077,74,25,450,116,569,240,184,59,201,0,0,0,0,1,3
2567,341,21,120,31,1395,173,205,168,1518,0,0,1,0,1,3
2064,10,21,175,99,242,193,193,132,201,0,0,0,0,1,3
2306,324,24,150,30,1282,153,206,190,430,0,0,0,0,1,3
2366,10,8,190,29,1426,211,224,149,426,0,0,0,1,0,3
2308,82,28,30,22,1299,245,179,45,853,0,0,0,0,1,3
2466,129,21,228,24,1998,249,222,91,60,0,0,1,1,0,3
2773,54,8,212,43,2431,225,223,131,2207,0,0,1,1,0,3
2451,100,26,212,1,713,252,194,53,511,0,0,0,1,0,3
2366,273,34,258,159,666,112,226,242,1678,0,0,0,0,1,3
2218,320,18,162,44,1269,172,220,187,1024,0,0,0,0,1,3
2574,39,25,404,165,1273,213,178,89,666,0,0,1,0,1,3
2676,177,16,247,91,1860,226,247,148,2778,0,0,1,0,1,3
2559,241,24,324,60,2471,168,251,215,618,0,0,1,1,0,3
2628,160,5,391,-10,1668,225,241,150,1797,0,0,1,1,0,3
2221,21,8,0,0,564,215,223,145,1771,0,0,0,0,1,3
2126,291,18,268,119,323,167,234,206,661,0,0,0,1,0,3
2780,152,16,108,15,1084,238,239,126,874,0,0,1,1,0,3
2476,324,24,391,217,492,155,207,189,607,0,0,0,0,1,3
1925,26,39,30,17,60,171,127,64,319,0,0,0,0,1,3
2379,102,18,134,13,598,247,213,87,700,0,0,0,1,0,3
2393,16,16,124,37,537,204,204,133,1073,0,0,0,0,1,3
2128,338,36,306,243,335,122,166,169,120,0,0,0,0,1,3
2617,32,16,150,17,685,215,204,121,1318,0,0,1,0,1,3
2609,172,9,420,105,771,226,245,151,1524,0,0,1,1,0,3
1968,298,17,134,77,120,170,232,201,564,0,0,0,1,0,3
1957,24,32,30,28,124,186,155,88,571,0,0,0,1,0,3
2671,218,12,67,8,1868,207,251,179,1740,0,0,1,1,0,3
2383,82,13,30,3,979,237,217,108,1283,0,0,0,1,0,3
2449,43,20,67,14,691,219,191,98,408,0,0,0,1,0,3
2317,134,26,42,19,1020,250,219,80,964,0,0,0,0,1,3
2444,109,21,120,29,979,251,211,78,1050,0,0,1,0,1,3
2176,310,33,150,128,313,115,198,213,484,0,0,0,0,1,3
2655,234,22,180,27,3103,177,253,207,1463,0,0,1,0,1,3
2499,43,34,277,92,1321,204,145,50,636,0,0,1,0,1,3
2217,333,29,124,43,1434,141,188,179,808,0,0,0,0,1,3
2152,68,37,153,64,234,229,143,13,573,0,0,0,1,0,3
2400,309,27,382,171,900,138,211,209,190,0,0,0,0,1,3
2278,111,18,30,3,212,247,218,93,342,0,0,0,0,1,3
2320,11,24,67,34,1381,187,184,126,842,0,0,0,0,1,3
2462,102,33,182,68,916,253,179,26,967,0,0,1,0,1,3
2404,76,4,272,-5,541,225,232,143,845,0,0,1,1,0,3
2454,175,29,175,68,190,221,240,130,871,0,0,1,0,1,3
2644,79,8,424,48,1057,231,226,128,902,0,0,1,0,1,3
2293,357,23,390,86,240,177,191,146,1585,0,0,0,0,1,3
2508,179,30,306,122,313,217,241,135,964,0,0,1,0,1,3
2425,160,29,120,39,150,235,231,105,849,0,0,1,1,0,3
1925,354,25,0,0,42,170,188,150,537,0,0,0,0,1,3
2411,198,4,85,-2,730,218,243,161,1036,0,0,1,1,0,3
2514,195,25,30,-13,1301,206,251,165,443,0,0,1,0,1,3
2540,76,19,285,93,525,240,202,85,990,0,0,1,1,0,3
2491,141,12,90,0,1638,238,237,127,759,0,0,1,0,1,3
2420,57,23,201,-11,805,228,184,76,765,0,0,0,0,1,3
2441,320,26,467,219,924,144,205,196,212,0,0,0,0,1,3
2321,160,6,408,59,201,227,241,148,553,0,0,0,0,1,3
2090,320,22,360,94,420,158,213,192,277,0,0,0,0,1,3
2618,45,16,430,87,1165,223,203,110,781,0,0,1,0,1,3
2642,323,7,459,114,808,201,233,171,957,0,0,1,0,1,3
2547,347,15,361,116,1034,191,215,162,511,0,0,0,1,0,3
2610,76,6,201,53,2720,228,229,136,797,0,0,1,1,0,3
2314,305,28,212,103,1008,134,213,214,108,0,0,0,0,1,3
2390,106,26,134,56,962,253,199,58,1003,0,0,0,0,1,3
2312,343,29,309,203,706,150,183,163,153,0,0,0,0,1,3
2392,93,10,180,18,600,237,224,118,900,0,0,1,1,0,3
2553,117,2,499,30,981,223,237,150,1120,0,0,1,1,0,3
2277,118,21,42,11,1253,250,216,83,633,0,0,0,0,1,3
2283,311,37,175,115,1221,100,187,214,534,0,0,0,0,1,3
2216,232,34,534,164,576,147,247,219,907,0,0,0,1,0,3
2216,283,18,0,0,726,168,238,209,1602,0,0,0,0,1,3
2581,162,15,552,111,616,233,243,136,659,0,0,1,1,0,3
1953,343,32,30,24,67,139,174,163,618,0,0,0,0,1,3
1924,51,28,190,57,210,220,167,63,940,0,0,0,0,1,3
2138,143,42,180,119,474,240,193,38,242,0,0,0,1,0,3
2222,358,46,481,65,642,110,114,111,847,0,0,0,0,1,3
2095,25,35,192,147,268,180,144,78,391,0,0,0,0,1,3
2408,126,6,534,88,618,231,236,138,1153,0,0,0,1,0,3
2414,264,30,30,20,560,133,238,235,1020,0,0,1,0,1,3
2574,214,28,212,145,1841,181,252,193,421,0,0,1,0,1,3
2048,40,21,418,65,511,216,189,99,371,0,0,0,0,1,3
2393,156,13,497,50,595,234,241,135,890,0,0,0,0,1,3
2608,177,10,470,137,484,225,246,153,457,0,0,1,1,0,3
2468,311,24,466,217,618,150,216,203,495,0,0,0,0,1,3
2731,55,11,90,1,2301,227,215,120,2361,0,0,1,0,1,3
2510,167,24,60,20,1842,232,240,125,875,0,0,1,0,1,3
2327,240,19,391,131,745,180,252,206,591,0,0,0,1,0,3
2603,81,17,499,199,1120,241,207,90,819,0,0,1,0,1,3
2059,221,29,67,27,446,174,252,201,534,0,0,0,1,0,3
2352,123,24,134,61,1282,252,214,76,942,0,0,0,0,1,3
2335,38,25,218,91,1366,212,178,89,589,0,0,0,0,1,3
2359,27,28,256,69,768,196,169,96,457,0,0,0,1,0,3
2562,90,5,433,25,1092,227,232,139,1233,0,0,1,1,0,3
2406,317,19,240,72,0,167,220,192,547,0,0,0,0,1,3
2172,334,39,60,39,420,105,159,175,553,0,0,0,0,1,3
2607,165,11,212,62,1731,230,244,143,1802,0,0,1,0,1,3
2311,303,31,258,-1,534,122,209,219,607,0,0,0,0,1,3
2285,57,36,285,124,800,219,143,27,362,0,0,0,0,1,3
2163,30,31,390,112,474,194,157,80,443,0,0,0,0,1,3
2281,315,29,283,120,797,132,203,204,582,0,0,0,0,1,3
2598,88,7,67,-5,1594,231,228,129,1080,0,0,1,1,0,3
2042,84,22,85,21,503,245,196,70,636,0,0,0,1,0,3
2343,282,8,335,147,774,198,241,182,592,0,0,0,1,0,3
1977,29,24,120,45,120,204,182,104,228,0,0,0,1,0,3
2375,45,7,365,217,1384,222,225,138,726,0,0,0,1,0,3
2658,233,33,108,78,2779,147,247,220,1176,0,0,1,0,1,3
2475,108,24,67,20,930,252,204,64,741,0,0,1,0,1,3
2334,349,24,85,25,1245,168,193,158,313,0,0,0,0,1,3
2623,220,15,400,84,1559,202,253,185,1986,0,0,1,0,1,3
2468,67,9,120,25,767,229,222,125,908,0,0,1,0,1,3
2673,59,10,499,27,837,228,219,124,1150,0,0,1,0,1,3
2787,132,13,342,57,2496,241,233,120,2138,0,0,1,0,1,3
2193,328,24,108,43,1061,157,205,184,774,0,0,0,0,1,3
2404,319,33,361,153,644,120,191,202,443,0,0,0,0,1,3
1950,55,34,42,21,60,218,148,0,446,0,0,0,1,0,3
2059,25,28,124,17,300,194,169,97,700,0,0,0,1,0,3
2549,216,27,400,107,2170,182,253,194,247,0,0,1,0,1,3
2212,254,26,90,46,960,152,246,226,467,0,0,0,1,0,3
2212,355,29,212,98,1020,160,175,143,1245,0,0,0,0,1,3
2444,34,22,30,11,470,211,186,102,1018,0,0,0,0,1,3
2533,161,18,134,-16,1401,235,241,130,1277,0,0,1,0,1,3
2478,8,12,285,46,589,206,217,147,1549,0,0,0,1,0,3
1993,110,31,301,94,323,254,188,36,934,0,0,0,0,1,3
2689,102,13,424,20,832,242,222,107,1237,0,0,1,0,1,3
2326,343,21,234,114,1022,174,204,166,95,0,0,0,0,1,3
2197,305,33,30,18,371,114,203,219,402,0,0,0,0,1,3
2510,205,13,108,42,816,212,251,172,865,0,0,1,1,0,3
2388,103,8,192,63,277,234,230,127,742,0,0,1,0,1,3
2173,320,33,295,120,443,120,190,199,466,0,0,0,0,1,3
2621,152,5,361,17,1840,226,240,149,663,0,0,1,1,0,3
2367,283,16,120,26,42,174,239,204,663,0,0,0,0,1,3
1948,347,13,0,0,180,194,218,162,558,0,0,0,0,1,3
2101,297,32,124,58,170,116,211,226,738,0,0,0,0,1,3
2231,343,21,30,-2,408,173,204,166,1068,0,0,0,0,1,3
2019,285,34,153,134,182,107,216,238,120,0,0,0,0,1,3
2335,330,22,42,13,108,163,208,182,234,0,0,0,0,1,3
2517,237,7,190,49,745,209,246,175,942,0,0,1,1,0,3
2261,330,11,0,0,751,193,226,172,579,0,0,0,0,1,3
2652,207,2,454,124,726,218,241,160,1188,0,0,1,1,0,3
2465,54,28,212,56,1411,223,169,61,552,0,0,1,0,1,3
2032,78,15,365,71,485,238,211,99,95,0,0,0,0,1,3
2577,202,3,30,0,847,218,241,160,1383,0,0,1,0,1,3
2585,104,15,295,76,1173,245,219,99,1632,0,0,1,0,1,3
2304,245,35,470,-25,700,129,241,234,819,0,0,0,1,0,3
2250,16,31,150,97,1026,177,159,103,725,0,0,0,1,0,3
2457,14,20,120,29,780,197,194,128,1132,0,0,1,0,1,3
2088,296,37,234,193,255,96,202,233,283,0,0,0,0,1,3
2308,126,9,361,33,900,235,234,130,600,0,0,0,1,0,3
2390,252,26,218,61,268,153,247,225,633,0,0,0,0,1,3
2242,120,33,108,54,1670,254,193,38,67,0,0,0,0,1,3
2591,165,12,210,52,1308,230,244,143,1856,0,0,1,0,1,3
2135,317,19,446,127,552,165,219,192,300,0,0,0,0,1,3
2307,339,38,175,75,1340,116,159,165,997,0,0,0,0,1,3
2220,196,12,108,36,277,217,250,165,366,0,0,0,1,0,3
2606,72,32,124,64,1740,237,163,33,1019,0,0,1,0,1,3
2507,179,21,30,9,1159,223,247,147,1359,0,0,1,0,1,3
2571,131,10,108,17,1822,237,235,128,1866,0,0,1,0,1,3
1956,357,15,0,0,210,195,211,153,576,0,0,0,0,1,3
2485,281,17,255,66,454,170,239,208,1761,0,0,0,0,1,3
2338,140,18,212,31,1077,244,232,110,1044,0,0,0,0,1,3
2443,128,21,270,71,1172,249,222,91,1310,0,0,1,0,1,3
2223,50,19,201,149,175,225,197,98,488,0,0,0,1,0,3
2489,61,16,150,39,789,231,206,103,408,0,0,0,1,0,3
2241,356,22,277,123,566,178,194,149,541,0,0,0,0,1,3
2443,68,23,212,59,626,236,188,71,1410,0,0,0,0,1,3
2270,354,34,150,120,1290,143,158,138,1310,0,0,0,0,1,3
2035,336,36,216,148,212,120,168,173,30,0,0,0,0,1,3
2460,123,16,134,14,1914,245,227,106,42,0,0,1,1,0,3
2182,133,20,30,2,1626,247,226,98,108,0,0,0,0,1,3
2639,351,5,451,111,882,212,232,158,939,0,0,1,1,0,3
2362,276,20,324,109,408,161,239,216,691,0,0,0,0,1,3
2048,46,31,67,28,268,211,156,58,693,0,0,0,1,0,3
2512,152,18,127,18,1114,239,238,121,595,0,0,1,0,1,3
2786,95,21,408,153,2429,248,204,74,2124,0,0,1,0,1,3
2205,333,23,218,44,618,160,203,179,607,0,0,0,0,1,3
2280,97,20,85,38,765,248,206,77,511,0,0,0,0,1,3
2509,141,20,150,-40,1351,245,230,104,1460,0,0,1,0,1,3
2366,263,10,417,194,1463,195,245,189,664,0,0,0,1,0,3
2592,338,14,300,33,458,188,219,169,858,0,0,1,0,1,3
2398,94,22,150,19,470,248,202,72,900,0,0,1,0,1,3
2164,349,45,30,27,702,102,127,136,576,0,0,0,0,1,3
2641,159,12,210,41,532,233,242,138,1180,0,0,1,0,1,3
2162,322,16,30,9,993,179,223,183,752,0,0,0,0,1,3
2470,297,14,404,200,1148,179,234,195,636,0,0,0,0,1,3
2362,71,26,371,120,1224,238,179,57,845,0,0,0,0,1,3
2706,204,19,390,99,2207,207,253,175,2431,0,0,1,0,1,3
2670,135,26,510,261,485,250,218,78,1500,0,0,1,0,1,3
2453,67,13,108,28,706,233,213,110,1200,0,0,0,0,1,3
